Modified on,Product code,Bid,Ask,Mid price,Currency
2022-03-30T09:33:58+02:00,GO BIOMASS EU 2024,1.87,1.92,1.90,EUR
2022-03-30T09:34:20+02:00,GO BIOMASS EU 2024,1.90,1.92,1.91,EUR
2022-03-30T09:34:22+02:00,GO BIOMASS EU 2024,1.90,2.00,1.95,EUR
2022-03-30T09:34:51+02:00,GO BIOMASS EU 2024,1.90,2.00,1.95,EUR
2022-03-31T08:11:14+02:00,GO BIOMASS EU 2024,1.90,2.00,1.95,EUR
2022-03-31T08:11:16+02:00,GO BIOMASS EU 2024,1.90,2.00,1.95,EUR
2022-03-31T08:12:25+02:00,GO BIOMASS EU 2024,1.90,2.05,1.98,EUR
2022-03-31T08:12:34+02:00,GO BIOMASS EU 2024,1.95,2.05,2.00,EUR
2022-03-31T08:36:27+02:00,GO BIOMASS EU 2024,1.95,2.05,2.00,EUR
2022-03-31T08:36:30+02:00,GO BIOMASS EU 2024,1.95,2.05,2.00,EUR
2022-03-31T08:37:00+02:00,GO BIOMASS EU 2024,1.95,2.15,2.05,EUR
2022-03-31T08:37:09+02:00,GO BIOMASS EU 2024,2.05,2.15,2.10,EUR
2022-03-31T10:26:02+02:00,GO BIOMASS EU 2024,2.05,2.15,2.10,EUR
2022-03-31T10:26:04+02:00,GO BIOMASS EU 2024,2.05,2.15,2.10,EUR
2022-04-01T08:39:11+02:00,GO BIOMASS EU 2024,2.05,2.15,2.10,EUR
2022-04-01T08:39:14+02:00,GO BIOMASS EU 2024,2.05,2.15,2.10,EUR
2022-04-01T09:40:00+02:00,GO BIOMASS EU 2024,2.05,2.35,2.20,EUR
2022-04-01T09:40:05+02:00,GO BIOMASS EU 2024,2.25,2.35,2.30,EUR
2022-04-01T10:09:09+02:00,GO BIOMASS EU 2024,2.30,2.35,2.33,EUR
2022-04-01T10:09:11+02:00,GO BIOMASS EU 2024,2.30,2.40,2.35,EUR
2022-04-01T12:27:13+02:00,GO BIOMASS EU 2024,2.30,2.40,2.35,EUR
2022-04-01T12:27:14+02:00,GO BIOMASS EU 2024,2.30,2.40,2.35,EUR
2022-04-04T10:08:51+02:00,GO BIOMASS EU 2024,2.30,2.40,2.35,EUR
2022-04-04T10:08:52+02:00,GO BIOMASS EU 2024,2.30,2.40,2.35,EUR
2022-04-07T08:45:32+02:00,GO BIOMASS EU 2024,2.30,2.40,2.35,EUR
2022-04-07T13:57:29+02:00,GO BIOMASS EU 2024,2.20,2.40,2.30,EUR
2022-04-07T13:57:30+02:00,GO BIOMASS EU 2024,2.20,2.30,2.25,EUR
2022-04-08T09:00:28+02:00,GO BIOMASS EU 2024,2.20,2.30,2.25,EUR
2022-04-08T09:00:30+02:00,GO BIOMASS EU 2024,2.20,2.30,2.25,EUR
2022-04-08T10:43:09+02:00,GO BIOMASS EU 2024,2.20,2.30,2.25,EUR
2022-04-08T10:43:49+02:00,GO BIOMASS EU 2024,2.20,2.28,2.24,EUR
2022-04-11T09:29:06+02:00,GO BIOMASS EU 2024,2.20,2.28,2.24,EUR
2022-04-11T09:29:10+02:00,GO BIOMASS EU 2024,2.20,2.28,2.24,EUR
2022-04-12T08:18:54+02:00,GO BIOMASS EU 2024,2.20,2.28,2.24,EUR
2022-04-12T08:18:55+02:00,GO BIOMASS EU 2024,2.20,2.28,2.24,EUR
2022-04-13T09:00:30+02:00,GO BIOMASS EU 2024,2.20,2.28,2.24,EUR
2022-04-13T09:00:32+02:00,GO BIOMASS EU 2024,2.20,2.28,2.24,EUR
2022-04-13T09:10:24+02:00,GO BIOMASS EU 2024,2.20,2.28,2.24,EUR
2022-04-13T09:10:25+02:00,GO BIOMASS EU 2024,2.20,2.28,2.24,EUR
2022-04-13T13:46:10+02:00,GO BIOMASS EU 2024,2.20,2.23,2.22,EUR
2022-04-13T13:46:15+02:00,GO BIOMASS EU 2024,2.15,2.23,2.19,EUR
2022-04-13T13:47:55+02:00,GO BIOMASS EU 2024,2.15,2.23,2.19,EUR
2022-04-13T13:48:01+02:00,GO BIOMASS EU 2024,2.15,2.23,2.19,EUR
2022-04-14T08:51:28+02:00,GO BIOMASS EU 2024,2.15,2.23,2.19,EUR
2022-04-14T08:51:30+02:00,GO BIOMASS EU 2024,2.15,2.23,2.19,EUR
2022-04-19T09:00:32+02:00,GO BIOMASS EU 2024,2.15,2.23,2.19,EUR
2022-04-20T09:21:59+02:00,GO BIOMASS EU 2024,2.15,2.23,2.19,EUR
2022-04-20T09:22:01+02:00,GO BIOMASS EU 2024,2.15,2.23,2.19,EUR
2022-04-20T11:33:46+02:00,GO BIOMASS EU 2024,2.13,2.23,2.18,EUR
2022-04-20T11:33:50+02:00,GO BIOMASS EU 2024,2.13,2.19,2.16,EUR
2022-04-20T14:08:49+02:00,GO BIOMASS EU 2024,2.13,2.19,2.16,EUR
2022-04-21T09:47:57+02:00,GO BIOMASS EU 2024,2.05,2.19,2.12,EUR
2022-04-21T09:48:26+02:00,GO BIOMASS EU 2024,2.05,2.19,2.12,EUR
2022-04-21T09:48:30+02:00,GO BIOMASS EU 2024,2.05,2.17,2.11,EUR
2022-04-21T09:48:31+02:00,GO BIOMASS EU 2024,2.05,2.17,2.11,EUR
2022-04-21T09:48:42+02:00,GO BIOMASS EU 2024,2.09,2.17,2.13,EUR
2022-04-21T12:18:32+02:00,GO BIOMASS EU 2024,2.07,2.17,2.12,EUR
2022-04-21T12:18:36+02:00,GO BIOMASS EU 2024,2.07,2.15,2.11,EUR
2022-04-22T08:00:46+02:00,GO BIOMASS EU 2024,2.07,2.15,2.11,EUR
2022-04-25T09:03:43+02:00,GO BIOMASS EU 2024,2.07,2.15,2.11,EUR
2022-04-25T09:03:44+02:00,GO BIOMASS EU 2024,2.07,2.15,2.11,EUR
2022-04-26T09:03:06+02:00,GO BIOMASS EU 2024,2.07,2.15,2.11,EUR
2022-04-26T09:03:10+02:00,GO BIOMASS EU 2024,2.07,2.15,2.11,EUR
2022-04-26T11:16:04+02:00,GO BIOMASS EU 2024,2.05,2.15,2.10,EUR
2022-04-26T11:16:06+02:00,GO BIOMASS EU 2024,2.05,2.13,2.09,EUR
2022-04-26T14:52:09+02:00,GO BIOMASS EU 2024,2.05,2.10,2.08,EUR
2022-04-28T08:55:06+02:00,GO BIOMASS EU 2024,2.02,2.10,2.06,EUR
2022-04-28T08:55:24+02:00,GO BIOMASS EU 2024,2.02,2.10,2.06,EUR
2022-04-28T08:55:28+02:00,GO BIOMASS EU 2024,2.00,2.10,2.05,EUR
2022-04-28T08:55:30+02:00,GO BIOMASS EU 2024,2.00,2.08,2.04,EUR
2022-04-29T08:53:17+02:00,GO BIOMASS EU 2024,1.92,2.08,2.00,EUR
2022-04-29T08:53:19+02:00,GO BIOMASS EU 2024,1.92,1.99,1.96,EUR
2022-04-29T12:29:22+02:00,GO BIOMASS EU 2024,1.94,1.99,1.97,EUR
2022-04-29T12:29:25+02:00,GO BIOMASS EU 2024,1.94,2.00,1.97,EUR
2022-04-29T15:00:43+02:00,GO BIOMASS EU 2024,1.94,2.03,1.99,EUR
2022-04-29T15:00:47+02:00,GO BIOMASS EU 2024,1.95,2.03,1.99,EUR
2022-05-02T09:53:36+02:00,GO BIOMASS EU 2024,1.95,2.03,1.99,EUR
2022-05-02T15:54:40+02:00,GO BIOMASS EU 2024,1.97,2.03,2.00,EUR
2022-05-02T15:54:44+02:00,GO BIOMASS EU 2024,1.97,2.05,2.01,EUR
2022-05-03T09:02:55+02:00,GO BIOMASS EU 2024,1.97,2.05,2.01,EUR
