Modified on,return_cleaned
2024-01-26,0.0
2024-02-02,0.05826890812397578
2024-02-09,-0.06831924397747735
2024-02-16,-0.13305050778717187
2024-02-23,-0.1807842774750682
2024-03-01,-0.15954152846213465
2024-03-08,0.0
2024-03-15,-0.08455738802806312
2024-03-22,0.0
2024-03-29,-0.0732034040232949
2024-04-05,0.09069656147081212
2024-04-12,-0.029327615094520088
2024-04-19,0.0
2024-04-26,-0.1967102942460543
2024-05-03,-0.22677331936478828
2024-05-10,-0.09531017980432493
2024-05-17,-0.2876820724517809
2024-05-24,0.3074846997479606
2024-05-31,-0.04000533461369919
2024-06-07,0.0
2024-06-14,0.14242034004176857
2024-06-21,0.14014663174324193
2024-06-28,-0.039220713153281295
2024-07-05,-0.2744368457017603
2024-07-12,0.0
2024-07-19,0.0
2024-07-26,0.0
2024-08-02,0.10008345855698261
2024-08-09,0.0
2024-08-16,-0.10008345855698263
2024-08-23,-0.11122563511022436
2024-08-30,0.0
2024-09-06,-0.06062462181643477
2024-09-13,-0.06453852113757119
2024-09-20,-0.14310084364067333
2024-09-27,0.0
2024-10-04,-0.16705408466316618
2024-10-11,-0.09531017980432488
2024-10-18,-0.040821994520255145
2024-10-25,-0.06453852113757119
2024-11-01,-0.11778303565638337
2024-11-08,-0.13353139262452285
2024-11-15,0.0
2024-11-22,0.2513144282809062
2024-11-29,-0.11778303565638337
2024-12-06,0.0
2024-12-13,0.11778303565638337
2024-12-20,0.0
2024-12-27,0.0
2025-01-03,-0.08701137698962966
2025-01-10,-0.14660347419187553
2025-01-17,-0.17185025692665915
2025-01-24,-0.06453852113757119
2025-01-31,-0.09798040836020372
2025-02-07,-0.1251631429540061
2025-02-14,0.22314355131420982
2025-02-21,0.06453852113757119
2025-02-28,-0.09156719352549053
2025-03-07,0.0
2025-03-14,-0.07095173597228438
2025-03-21,0.0
2025-03-28,0.0
2025-04-04,0.0
2025-04-11,-0.07637297878457405
2025-04-18,0.07637297878457405
2025-04-25,-0.07637297878457405
2025-05-02,-0.17284281283941083
2025-05-09,0.0
2025-05-16,-0.18610227963386072
2025-05-23,0.20479441264601328
2025-05-30,-0.018692133012152556
2025-06-06,0.0
