Country,Region,Year,Week,StoredEnergy
Switzerland,Alps,2024,30,4698099.0
Switzerland,Alps,2024,31,4798635.0
Switzerland,Alps,2024,32,4849916.0
Switzerland,Alps,2024,33,4901319.0
Switzerland,Alps,2024,34,4887173.0
Switzerland,Alps,2024,35,4945732.0
Switzerland,Alps,2024,36,4910861.0
Switzerland,Alps,2024,37,5050971.0
Switzerland,Alps,2024,38,4934057.0
Switzerland,Alps,2024,39,4816933.0
Switzerland,Alps,2024,40,4976770.0
Switzerland,Alps,2024,41,5086269.0
Switzerland,Alps,2024,42,5208464.0
Switzerland,Alps,2024,43,5029299.0
Switzerland,Alps,2024,44,4886566.0
Switzerland,Alps,2024,45,3917160.0
Switzerland,Alps,2024,46,4527961.0
Switzerland,Alps,2024,47,4239963.0
Switzerland,Alps,2024,48,3951994.0
Switzerland,Alps,2024,49,3871501.0
Switzerland,Alps,2024,50,3270636.0
Switzerland,Alps,2024,51,2923236.0
Switzerland,Alps,2024,52,2839966.0
Switzerland,Alps,2024,53,
Switzerland,Alps,2025,1,4659000
Switzerland,Alps,2025,2,4414000
Switzerland,Alps,2025,3,4131000
Switzerland,Alps,2025,4,3612000
Switzerland,Alps,2025,5,3186000
Switzerland,Alps,2025,6,2915000
Switzerland,Alps,2025,7,2569000
Switzerland,Alps,2025,8,2149000
Switzerland,Alps,2025,9,1806000
Switzerland,Alps,2025,10,1552000
Switzerland,Alps,2025,11,1397000
Switzerland,Alps,2025,12,1349000
Switzerland,Alps,2025,13,1258000
Switzerland,Alps,2025,14,1200000
Switzerland,Alps,2025,15,1151000
Switzerland,Alps,2025,16,1138000
Switzerland,Alps,2025,17,1236000
Switzerland,Alps,2025,18,1211000
Switzerland,Alps,2025,19,1361000
Switzerland,Alps,2025,20,1429000
Switzerland,Alps,2025,21,1505000
Switzerland,Alps,2025,22,1588000
Switzerland,Alps,2025,23,1977000
Switzerland,Alps,2025,24,-
Switzerland,Alps,2025,25,-
Switzerland,Alps,2025,26,-
Switzerland,Alps,2025,27,-
Switzerland,Alps,2025,28,-
Switzerland,Alps,2025,29,-
Switzerland,Alps,2025,30,-
Switzerland,Alps,2025,31,-
Switzerland,Alps,2025,32,-
Switzerland,Alps,2025,33,-
Switzerland,Alps,2025,34,-
Switzerland,Alps,2025,35,-
Switzerland,Alps,2025,36,-
Switzerland,Alps,2025,37,-
Switzerland,Alps,2025,38,-
Switzerland,Alps,2025,39,-
Switzerland,Alps,2025,40,-
Switzerland,Alps,2025,41,-
Switzerland,Alps,2025,42,-
Switzerland,Alps,2025,43,-
Switzerland,Alps,2025,44,-
Switzerland,Alps,2025,45,-
Switzerland,Alps,2025,46,-
Switzerland,Alps,2025,47,-
Switzerland,Alps,2025,48,-
Switzerland,Alps,2025,49,-
Switzerland,Alps,2025,50,-
Switzerland,Alps,2025,51,-
Switzerland,Alps,2025,52,-
Switzerland,Alps,2025,53,
